,Scientific,Synonym,English,Dutch,Spanish,French,German,Italian,Count English,Count Dutch,Count Spanish,Count French,Count German,Count Italian,Origin,Distribution,"Annual, biennial, or perennial",Flowers,Leaves,Fruits,Climate and weather,Pollination,Height,Type of soil,Moisture,Light,Growth rate,Spacing (close range),Spacing (wide range),Propagation,Insect pests,Diseases,Nematodes,Harvesting,Uses,Evergreen or Deciduous,Plant,Fruit development,Blooming period,genus,family,order,crop_categories,Count of Crop Categories,proverbs,recipies
128,['Capsicum pubescens'],[],"Locoto,Rocoto,Tree chili",,"Chile de cera,Chile manzano,Chile perón,Locoto,Rocoto","Piment,Piment rocoto,Rocoto",Baumchili,,3,0,5,3,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,Capsicum,Solanaceae,Solanales,"Vegetables,Fruit vegetables,Herbs,Spices,Stimulants,Food crops,Tropical crops,Subtropical crops",8,,
129,['Capsicum spp'],[],"Bell pepper,Capsicum,Capsicum spp,Chile pepper,Chili,Chili pepper,Chilli pepper,Green pepper,Hot chili peppers,Red pepper,Sweet pepper","Cayennepeper,Chilipeper,Paprika,Rode peper,Spaanse peper","Chile,Chile aj,Chile picante,Pimiento rojo",,"Chili,Roter Pfeffer",,11,5,4,0,2,0,"Capsicum (chili peppers) originate in the Americas, probably Brazil or the Caribbean.",Capsicum is now spread over the entire world in areas with suitable (tropical or warm) climate.,Capsicum annuum L. is a annual.Capsicum frutescens L. is a short-lived perennial.,Flowers develop about 3 months after planting. Flowers are either white (C.annuum) or greenish-white (C.frutescens).,The lanceolate leaves are either glabrous or pubescent.,"A lot of variety in fruits, wih different sizes, shapes and colors (green, red, yellow, purple). Depending on species and variety the fruits can be very hot, mild or sweet.",Requires a warm (tropical) climate. Cannot tolerate frost. Chili peppers and other Capsicum sp. like hot and dry weather for fruit ripening.,Pollination by bees.,"Capsicum annuum is a herbaceous plant that reaches a height of one meter, but with support can get taller. Capsicum frutescens has woody stems that reach a height of two meters.",,,,,,,Direct seeding or transplanting.,"Various aphids, Fruit fly, American bollworm (Helicoverpa armigera)","Phytophthora blight, Bacterial spot, Bacterial wilt, Various virus diseases",,Fruits are picked by hand when green or ripe. After that they are used fresh or dried in the sun.,"Capsicum peppers can be eaten raw or cooked. Most chili peppers used in cooking are cultivars of the C. annuum and C. frutescens species, but few others are also used. Hot chilis are also used chopped and raw in salads. Chili peppers are cooked in stir-fried dishes. In many countries they are processed into spicy sauces or hot salsas.Chili peppers are preserved by drying and then they are often grounded to chili powders, either pure or mixed with other spices. Other ways of preservation include pickling and freezing.Capsicums are sometimes used as medicinal plants, but their use is also associated with certain health problems (stomach ulcers, kidney damage, etc.).",,,"Fruit development:	Fruits are first green, when ripening they turn yellow, orange or red.",,Capsicum,Solanaceae,Solanales,"Food crops,Fruit vegetables,Herbs,Spices,Tropical crops,Vegetables",6,A small pepper is hotter than a large pepper.Whoever eats chili gets burned (Malaysia),"Sega Wot (Beef stew from Ethiopia)Ingredients: 3 big onions (chopped), 3 table spoons oil, 2 entire garlic (sliced), 4 teaspoon fresh ginger (grated) or ground ginger, 1 teaspoon cardamom (ground), ½ teaspoon mustard seed (ground), ½ teaspoon fenugreek (ground), ½ teaspoon coriander (ground), 1 to 2 table spoons fresh hot red chili, 3 table spoons tomato paste (if desired), 1 teaspoon salt (to taste), water, 750 g beef (cut in small cubes of ± 1.5 cm size)Instructions: Use a dry pan over moderate heat. Fry the onions for a few minutes, while stirring constantly. Then add the oil (preferably corn oil) and stir fry for another minute. Mix the spices with some water into a smooth paste. Add this together (if desired with the tomato paste) to the onions and continue to fry. Add salt and a bit of water. Stir to mix everything thoroughly. Add the beef cubes and a 1 to 2 cups of water. Cover the pan and cook for about 45 minutes (until the beef is tender). There should be a moderate amount of sauce. Add a bit of water if required.Sega Wot (spiced stew of beef) is in Ethiopia served together with Injera (large “pancakes” with a slightly sour taste, which are made of a local cereal called Tef). But you could also serve it with rice."
130,['Capsicum spp.'],[],"Bell pepper,Capsicum,Chile pepper,Chili,Chili pepper,Chilli,Chilli pepper,Green pepper,Hot chili peppers,Red pepper,Sweet pepper","Cayennepeper,Chilipeper,Paprika,Rode peper,Spaanse peper","Chile,Chile ají,Chile picante,Morrón,Pimentón,Pimiento,Pimiento rojo",Poivron,"Chili,Paprika,Peperoni,Pfefferoni,Roter Pfeffer",,11,5,7,1,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,Capsicum,Solanaceae,Solanales,"Vegetables,Fruit vegetables,Herbs,Spices,Medicinal plants,Stimulants,Food crops,Tropical crops,Subtropical crops",9,,
131,['Carica papaya'],[],"Papaw,Papaya,Pawpaw,Tree melon","Boommeloen,Meloenboom,Papaja,Papajaboom","Fruta bomb,Lechosa,Mamón,Melón de árbol,Papaya,Papayo","Papaye,Papayer","Melonenbaum,Papaya,Papayabaum",Papaia,4,4,6,2,3,1,"Southern Mexico, Central America, Northern South America",Most tropical countries,,Papaya has pleasant smelling flowers with five cream-white to yellow-orange petals  of 2 to 5 cm length. The stigmatic surfaces are pale green in color. The stamens are bright yellow.,"The spirally arranged leaves are on the top of the trunk. The lower part of the trunk shows the scars from earlier leaves and fruits. The large leaves are about 50-70 cm in diameter, they are deeply lobed with 7 lobes.","The smooth skinned fruits vary a lot in size and shape, depending on the variety and type of plant (round, oval, pear-shaped, etc.). Fruits can be small ( afew hundred grams) to big (several kilos). Usually the fruits contain many seeds surrounded by the smooth yellow to orange-red flesh which usually has a sweet taste.",Papaya needs a warm tropical climate.,"Based on flower type there are three types of papaya plants: female, hermaphrodite, and male. Hermaphrodite flowers are usually self-pollinating. Female flowers are probably pollinated by wind or by insects (thrips, moths). Hand pollination can be used for better fruit setting.", 5 to 10 meter,"Papayas prefer light, well-drained soils. They do not like very wet soil.",,Papayas need a lot of sunlight.,,1.5 meter,3 meter,Usually propagated by seed.,"Mealybugs, thrips, mites, white flies, fruit spotting bugs, fruit flies.","Virus diseases, mildew, anthracnose, root rot.",,Harvest by hand when most of the skin is yellow-green. Then keep the fruit for ripening at room temperature for several days. The fruit is ripe when it feels soft and its skin has attained an amber to orange color.,"Eat papaya as a fresh fruit. Peel the skin, then slice the content and remove the seeds. To enhance the taste squeeze some lemon juice over it. Papaya can be mixed in fruit salads.",,,,,Carica,Caricaceae,Brassicales,"Fruits,Food crops,Tropical crops",3,,"Papaya nice and easyInstructions:  Squeeze a lime over freshly cut papayas. Eat it.Cooked papayaInstructions:  Pick the papaya partially ripe, still mostly green with a little yellow. Saute 1 chopped onion in olive oil until clear, add cut up papaya pieces and cook until soft. Add 1 can of lite coconut milk diluted with a little water if milk is too thick, spice with either cinnamon and ginger if you enjoy sweet flavor or with cumin, curry, and Thai spices if you prefer spicy flavor, simmer for 15-20 minutes and serve hot over rice.  Cooking the papaya really takes the strong soapy flavor away that some papaya have."
132,['Carissa carandas'],[],"Bengal currant,Karamda,Karanda,Karonda",,,,Karanda,,4,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,Carissa,Apocynaceae,Gentianales,"Fruits,Food crops,Tropical crops",3,,
133,['Carissa macrocarpa'],['Carissa grandiflora'],"Large num-num,Natal plum",Natal-pruim,Ciruela de Natal,"Carissa,Prunier du Natal","Amathungulu-Busch,Natal-Pflaume,Other,Amatungulu,Noem-noem",,2,1,1,2,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,Carissa,Apocynaceae,Gentianales,"Fruits,Food crops,Subtropical crops",3,,
134,['Carthamus tinctorius'],[],"Bastard saffron,Safflower",Saffloer,"Alazor,Cártamo","Carthame des teinturiers,Faux-safran","Falscher Safran,Färberdistel,Färbersaflor,Öldistel,Saflor","Cartamo,Zafferanone",2,1,2,2,5,2,?,"Main producers include India, USA, Mexico, Ethiopia, Kazakhstan, China, Argentina and Australia.",Annual,"The globular flowers are orange, yellow or red.",,,Safflower grows well in climates with a long dry season and a short rainy season. It cannot tolerate frost.,,Safflower can be 30 to 150 cm tall.,,,,,,,Grown from seeds.,,,,,Vegetable oil is extracted from the seeds. The flowers are sometimes used as a substitute for saffron. Safflower can also be used as a yellow or red dye for textiles. Dried flowers are used in traditional Chinese medicine.,,Safflower is a highly branched plant which looks a bit like a thistle.,,,Carthamus,Asteraceae,Asterales,"Medicinal plants,Vegetable oils,Dye crops,Subtropical crops",4,,
135,['Carum carvi'],[],"Caraway,Caraway seeds,Meridian fennel,Persian cumin","Karwij,Karwijzaad,Wilde komijn","Alcarahueya,Alcaravea,Alcaravia,Carvia,Comino de prado","Anis des prés,Anis des Vosges,Carvi,Cumin des prés,Faux anis","Gemeiner Kümmel,Kümmel,Wiesenkümmel","Carvi,Cumino dei prati,Kümmel",4,3,5,5,3,3,"Caraway originates from western Asia, Europe and North Africa.","Main producer is Finland. Also produced in Netherlands, Central Europe, Egypt and Canada.",It is a biennial plant.,The main flower stem is 40–60 cm  tall. The inflorescence is an umbel with small white or pink flowers.,The plant has fine feathery leaves with thread-like divisions.,"The fruits are crescent-shaped, about 2 mm long, and have five pale ridges.",Temperate climate.,,About 40 to 60 cm tall.,,,,,,,"Propagated by seeds or by cuttings. Carraway is a biennial plant, so flowers and fruits will be produced in the second year.",,,,"The fruits are harvested when they turn a rich deep brown color. The umbels are cut off the plant and kept in a paper bag. When dry, shake the bag to remove the fruits.","The fruits of caraway are used as a spice for their pungent, anise-like flavor and aroma, for example in breads and cakes.The roots of caraway are cooked and used as a vegetable.  Caraway leaves can be used as herbs, similar to parsley.",,,,,Carum,Apiaceae,Apiales,"Vegetables,Root vegetables,Spices,Food crops",4,"Caraway is not threshed with a sledge, nor is the wheel of a cart rolled over cumin; caraway is beaten out with a rod, and cumin with a stick. (Bible, Isaiah 28:27)",
136,['Carya illinoensis'],[],Pecan nut,Pecannoot,"Nuez de la isla,Pacano,Pecán","Noix de pécan,Pacanier",Pekannuss,Pecan,1,1,3,2,1,1,North America,"Highest production of pecan nuts is in the USA. The trees are now also grown in some other countries including Australia, Brazil, China, Israel, Mexico, Peru and South Africa.",,,,,,,Trees can be 20 to 40 meter tall.,,,,,,,,,,,,The seeds of the pecan nut are edible and are eaten fresh as a snack or are used in cooking. The wood of the tree is used to make furniture and wooden floors. It can be also used to produce smoked meats.,,,,,Carya,Juglandaceae,Fagales,"Nuts,Temperate crops",2,,
137,['Casimiroa edulis'],[],White sapote,Witte zapote,"Matasano,Zapote blanco",Sapote blanche,"Weiße Sapote,Other,Cochitzapotl",,1,1,2,1,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,Casimiroa,Rutaceae,Sapindales,"Fruits,Medicinal plants,Food crops,Tropical crops",4,,
138,['Castanea sativa'],[],"Chestnut,Marron,Sweet chestnut",Tamme kastanje,"Castaño,Castaño común",Châtaignier européen,"Edelkastanie,Esskastanie",Castagno europeo,3,1,2,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,Castanea,Fagaceae,Fagales,"Nuts,Temperate crops",2,,
139,['Catha edulis'],[],"Chat,Gat,Khat","Mira,Qat","Cat,Khat,Qat,Tschat","Khat,Qat","Abessinischer Tee,Kathstrauch",Qāt,3,2,4,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,Catha,Celastraceae,Celastrales,"Stimulants,Tropical crops",2,,
140,['Ceiba pentandra'],"['Bombax pentandrum', 'Eriodendron anfractuosum']","Ceiba,Java cotton,Java kapok,Kapok,Silk-cotton","Kapok,Kapokboom","Ceiba,Lupuna",Kapok,"Kapokbaum,Wollbaum","Kapok,Other,Kankantri",5,2,2,1,2,3,"Central America, northern South America and the Caribbean region.","Tropical regions of Central and South America, tropical Africa and Asia. Commercial cultivation especially in South East Asia, including Java, Philippines, Thailand and Malaysia.",,,,Fruits are 15 cm long seed pods which contain seeds surrounded by a fluffy fiber with a yellowish color.,"Tropical climates, often in rain forests, but also in drier tropical climates.","The flowers are pollinated by bats, but are also visited by moths and bees.",Kapok is a tall tree which can reach 60 to 70 meters. The trunk can have a diameter up to 3 meters and has buttresses.,,,,,,,Ceiba is usually grown from seed.,,,,"The ripe pods are cut down or can be  collected when they fall. They are then opened with mallets and seed and fibers are then removed by hand. By stirring the seeds in a basket they fall to the bottom, and leave the fibers free.","The fibers, a type of cotton, are used for various purposes such as fillings of pillows, mattresses and padding of seats. The kapok is also used in stuffed teddy bears and other toys, and it is used for insulation.From the seeds an vegetable oil can be pressed which can be used to make soap, as bio-fuel or in paints.",,,,,Ceiba,Malvaceae,Malvales,"Fiber crops,Tropical crops",2,,
141,['Celtis australis'],[],"European nettle tree,Honeyberry,Mediterranean hackberry",Europese netelboom,"Aligonero,Almez,Latonero","Micocoulier de Provence,Micocoulier du Midi","Europäischer Zürgelbaum,Südlicher Zürgelbaum",Bagolaro,3,1,3,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,Celtis,Ulmaceae,Rosales,"Fruits,Food crops,Temperate crops",3,,
142,['Centella asiatica'],['Hydrocotyle asiatica'],"Asian coinleaf,Asiatic pennywort,Centella,Gotu kola,Horse-hoof,Indian pennywort",,,"Antanan,Brahmi,Gotu kola,Pegaga","Asiatischer Wassernabel,Gotu Kola,Indischer Wassernabel,Tigergras","Tigre del prato,Thai,Bai bua bok,Other,Gotu kola",6,0,0,4,4,5,?,"Asiatic pennywort is found in tropical and subtropical regions, including tropical America, Africa, India, China, Japan, Australia and the Pacific islands.",Perennial,,,,Grows in tropical and subtropical climates.,,,,,,,,,,,,,,Asiatic pennywort is used as a medicinal herb. In Thailand it is used to prepare drinks.,,,,,Centella,Apiaceae,Apiales,"Herbs,Medicinal plants,Tropical crops",3,,
143,['Ceratonia siliqua'],[],"Carob,Carob tree,Locust bean,St. John’s bread",Johannesbroodboom,Algarrobo,Caroubier,"Johannisbrotbaum,Karobbaum,Karubenbaum",Carrubo,4,1,1,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,Ceratonia,Fabaceae,Fabales,"Food crops,Legumes,Fruits",3,,
144,['Chaerophyllum bulbosum'],[],"Bulbous chervil,Parsnip chervil,Tuberous-rooted chervil,Turnip-rooted chervil","Knolkervel,Knolribzaad",,"Cerfeuil à bulbe,Cerfeuil bulbeux,Cerfeuil tubéreux,Chérophylle bulbeux","Erdkastanie,Kerbelrübe,Knollenkerbel,Knolliger Kälberkropf,Knolliger Kerbel,Rüben-Kälberkropf,Rübenkerbel",,4,2,0,4,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,Chaerophyllum,Apiaceae,Apiales,"Vegetables,Root vegetables,Food crops,Temperate crops",4,,
145,['Chenopodium album'],[],"Fat-hen,Goosefoot,Lamb’s quarters,Melde,Pigweed,White goosefoot","Melganzevoet,Witte ganzevoet",Quinhuilla,Chénopode blanc,Weißer Gänsefuß,Farinello comune,6,2,1,1,1,1,?,The plant is found almost worldwide. It is cultivated as a food crop in Northern India.,Annual,,,,Grows in a wide range of climates.,,Plant height can vary from 10 cm to 1.5 meter.,,,,,,,By seed,,,,Hand picking of leafs and young stems.,Leafs and young shoots are used as a vegetable. The plants contain high levels of oxalic acid and should therefore be used in small quantities only.Also grown as an animal feed in Asia and Africa.In Europe and North America this plant is usually considered a weed.,,,,,Chenopodium,Amaranthaceae,Caryophyllales,"Vegetables,Leaf vegetables,Food crops,Temperate crops",4,,
146,['Chenopodium ambrosioides'],['Dysphania ambrosioides'],"Epazote,Jesuit’s tea,Mexican tea,Wormseed",Welriekende ganzenvoet,Epazote,Épazote,"Epazote,Jesuitentee,Wohlriechender Gänsefuß",,4,1,1,1,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,Chenopodium,Amaranthaceae,Caryophyllales,"Herbs,Medicinal plants,Subtropical crops",3,,
147,['Chenopodium bonus-henricus'],[],"Good King Henry,Perennial goosefoot,Poor-man’s Asparagus",Brave hendrik,"Espárrago de los pobres,Espárrago del Rey Enrique","Chénopode bon-henri,Épinard sauvage","Guter Heinrich,Wilder Spinat",Farinello buon-enrico,3,1,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,Chenopodium,Amaranthaceae,Caryophyllales,"Vegetables,Leaf vegetables,Stem vegetables,Food crops,Temperate crops",5,,
148,['Chenopodium quinoa'],[],Quinoa,"Gierstmelde,Quinoa","Kinwa,Quínoa,Quinua",Quinoa,"Inkakorn,Inkareis,Perureis,Quinoa,Reismelde",,1,2,3,1,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,Chenopodium,Amaranthaceae,Caryophyllales,"Vegetables,Leaf vegetables,Edible seeds,Pseudocereals,Food crops,Subtropical crops,Temperate crops",7,,
